CSV-Export;Version: 1.01;Separator: Semicolon

;SENS0700;SENS0700;SENS0700;SENS0700;SENS0700;SENS0700;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4642;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42;WRTP4Q42
01:45;0;0;5290.83;7.61;5.46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02:00;0;0;5291.08;7.39;5.43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02:15;0;0;5291.33;7.2;5.76;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02:30;0;0;5291.58;7.04;5.55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02:45;0;0;5291.82;6.81;5.53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:00;0;0;5292.07;6.78;5.67;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:15;0;0;5292.32;6.93;5.75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:30;0;0;5292.57;6.95;5.57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03:45;0;0;5292.82;6.91;5.39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04:00;0;0;5293.06;7.62;5.17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04:15;0;0;5293.31;8.45;5.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04:30;0;0;5293.56;8.6;6.24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04:45;0;0;5293.81;8.7;6.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05:00;0;0;5294.05;8.79;6.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05:15;0;0;5294.3;8.82;6.81;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05:30;0;0;5294.55;8.68;6.84;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05:45;0;0;5294.8;8.48;6.74;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:00;0;0;5295.05;8.33;6.51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:15;0;0;5295.3;8.48;6.56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:30;0;0;5295.54;8.43;6.39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45;0;0;5295.79;8.38;6.23;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:00;0;0;5296.04;8.36;6.08;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:15;0;0;5296.29;8.52;6.37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:30;0;0;5296.53;8.56;6.68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:45;0;6.42;5296.78;8.02;6.61;0;0.02;559.85;11.15;0.05;0.01;0.03;0.02;0.01;0.04;564.45;18.85;0.04;0;11139.88;50.01;228.59;228.39;228.05;0.16;1;2;1;1795.37;1848.75;498;0;2;0;10.26;2;2110005499;0.11;495.17;49.5;0.03;0.01;0.04;0.03;0.01;0.06;500.37;26.81;0.06;0;13452.48;50;228.17;228.16;228.15;0.65;1;2;1;1814.9;1869.12;438;0;2;0;53.63;2;2110006770;0.19;442.41;82.53;0.03;0.05;0.05;0.01;0.01;0.06;439.12;26.91;0.06;0;16250.85;50;228.07;228.56;227.68;0.75;1;2;1;1842.68;1879.05;394;0;2;0;81.06;2;2110019971;0.02;545.43;10.53;0.05;0.03;0.03;0.01;0.03;0.01;537.6;3.94;0.01;41;14159.25;50;228.77;228.91;228.53;0;1;2;7;1759.59;1858.65;518;3501;1;0;0;2;2110023534;0.15;458.46;66.83;0.04;0.04;0.04;0.03;0.01;0.06;459.48;25.77;0.06;0;14892.37;50;208.92;209.04;208.64;0.58;1;2;1;1752.04;1868.95;2202;0;2;0;68.4;2;2110040451
08:00;0;53.82;5297.04;7.87;6.86;0;0.63;534.06;362.71;0.23;0.01;0.34;0.02;0.01;0.58;543.68;317.13;0.58;0;11140.04;49.92;230.05;229.9;229.46;0.97;1;2;1;1795.62;1849;498;0;2;0;664.13;2;2110005499;1.28;560.38;741.97;0.63;0.01;0.58;0.03;0.01;0.63;564.21;370.15;0.62;0;13452.75;49.93;229.79;229.78;229.56;0.97;1;2;1;1815.16;1869.37;438;0;2;0;1109.97;2;2110006770;0.6;487.57;299.71;0.16;0.19;0.18;0.01;0.01;0.19;479.55;91.55;0.19;0;16250.94;49.92;229.69;230.18;229.09;0.99;1;2;1;1842.92;1879.3;394;0;2;0;370.63;2;2110019971;0.02;602.57;9.34;0.06;0.03;0.03;0.01;0.03;0.01;597.25;3.84;0.01;41;14159.25;49.93;230.32;230.47;229.85;0;1;2;6;1759.59;1858.9;519;3501;1;0;0;2;2110023534;1.28;486.9;651.26;0.43;0.41;0.37;0.03;0.01;0.26;494.16;128.53;0.26;0;14892.55;49.93;230.11;230.28;229.63;1;1;2;1;1752.29;1869.2;2202;0;2;0;753.89;2;2110040451
08:15;0;294.89;5297.28;9.12;9.43;0;3.59;619.93;2230.26;1.56;0.01;2;0.01;0.01;3.59;567.35;2046.21;3.6;0;11141.06;49.97;232.62;232.79;232;1;1;2;1;1795.87;1849.25;499;0;2;0;4271.74;2;2110005499;7.26;616.85;4481.61;3.81;0.01;3.38;0.02;0;3.66;618.23;2265.97;3.65;0;13454.37;49.98;232.44;232.75;232.16;1;1;2;1;1815.41;1869.62;439;0;2;0;6700.42;2;2110006770;4.55;548.29;2532.89;1.5;1.46;1.5;0.01;0.01;0.84;543.3;458.87;0.84;0;16251.64;49.98;232.17;232.95;231.51;1;1;2;1;1843.17;1879.55;395;0;2;0;2948.26;2;2110019971;0.01;630.21;7.72;0.06;0.04;0.04;0.01;0.03;0.02;665.68;15.56;0.02;41;14159.25;49.98;232.79;233.22;232.26;0;1;2;6;1759.59;1859.16;520;3501;1;0.38;0;2;2110023534;7.64;557.27;4271.84;2.78;2.53;2.28;0.01;0.01;0.64;527.72;339.55;0.64;0;14893.66;49.98;232.61;233.08;232.08;1;1;2;1;1752.54;1869.45;2203;0;2;0;4570.21;2;2110040451
08:30;0;413.53;5297.53;10.44;11.55;0;4.54;616.64;2799.92;1.98;0.01;2.54;0.01;0.01;4.58;602.39;2762.08;4.61;0;11142.5;49.98;234.04;234.3;233.6;1;1;2;1;1796.12;1849.5;499;0;2;0;5552;2;2110005499;9.33;616.59;5750.76;4.89;0.01;4.34;0.02;0;4.69;614.97;2882.03;4.69;0;13456.51;49.98;233.93;234.32;233.78;1;1;2;1;1815.65;1869.87;439;0;2;0;8584.82;2;2110006770;10.74;562.67;6030.95;3.59;3.48;3.58;0.01;0.01;1.67;559.39;931.1;1.66;0;16253.41;49.98;233.68;234.5;233.16;1;1;2;1;1843.43;1879.8;395;0;2;0;6832.74;2;2110019971;0.78;602.3;423.5;0.27;0.26;0.28;0.01;0.02;1.69;628.19;957.24;1.69;0;14159.56;49.99;234.07;234.59;233.79;0.39;1;2;1;1759.68;1859.4;521;0;2;0;1306.92;2;2110023534;9.38;563.54;5243.08;3.42;3.11;2.82;0.01;0;0.91;547.18;493.46;0.91;0;14895.11;49.99;234.01;234.54;233.63;0.95;1;2;1;1752.78;1869.7;2203;0;2;0;5599.85;2;2110040451
08:45;0;480.97;5297.78;10.73;10.97;0;4.68;614.58;2872.49;2.03;0.01;2.6;0.01;0.01;4.6;624.27;2863.54;4.57;0;11143.89;49.99;234.81;235.24;234.38;1;1;2;1;1796.37;1849.75;499;0;2;0;5704.14;2;2110005499;9.19;614.38;5647.79;4.85;0.01;4.29;0.02;0.01;4.6;622.61;2851.24;4.6;0;13458.63;49.99;234.64;235.21;234.48;1;1;2;1;1815.91;1870.12;439;0;2;0;8443.89;2;2110006770;10.86;562.47;6112.86;3.66;3.49;3.6;0;0.01;2.04;553.03;1131.81;2.03;0;16255.2;49.99;234.55;235.51;234.02;1;1;2;1;1843.67;1880.05;395;0;2;0;7162.76;2;2110019971;2.31;546.82;1267.05;0.7;0.72;0.77;0.01;0.02;4.36;567.35;2465.7;4.36;0;14160.48;49.99;234.94;235.67;234.78;1;1;2;1;1759.93;1859.65;521;0;2;0;3716.14;2;2110023534;9.06;570.27;5094.54;3.28;2.99;2.73;0.01;0;1.03;549.72;561.03;1.03;0;14896.53;49.99;234.85;235.54;234.48;0.95;1;2;1;1753.02;1869.95;2203;0;2;0;5568.11;2;2110040451
