[info]
Anlage=Kaco
Datum=120121
[messung]
;s;Adresse;KPC;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR;U_DC_1;I_DC_1;P_DC_1;U_DC_2;I_DC_2;P_DC_2;U_DC_3;I_DC_3;P_DC_3;U_AC_1;I_AC_1;P_AC_1;U_AC_2;I_AC_2;P_AC_2;U_AC_3;I_AC_3;P_AC_3;COS_PHI;T_C;;;
;s;;%;V;A;W;V;A;W;°C;Wh;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;V;A;W;;°C;;;
[Start]
06:30:00;900;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:30:00;900;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:30:00;900;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:30:00;900;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:30:00;900;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:30:00;900;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:30:00;900;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:30:00;900;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45:00;900;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;1;;270.4;0.00;0;234.7;0.00;0;11;0;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;2;;278.3;0.00;0;235.2;0.00;0;11;0;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;3;;306.5;0.00;0;236.5;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;4;;299.2;0.00;0;237.4;0.00;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;5;;304.0;0.00;0;236.4;0.00;0;11;0;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;6;;289.6;0.00;0;236.1;0.00;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;7;;280.3;0.00;0;236.1;0.00;0;12;0;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;8;;289.7;0.00;0;236.7;0.00;0;11;0;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;9;;312.8;0.00;0;237.2;0.00;0;11;0;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;10;;303.9;0.00;0;237.5;0.00;0;12;0;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;11;;322.0;0.00;0;236.7;0.00;0;12;0;;;;;;;;;;;;;;;;;;;;;;;
07:00:00;900;12;;297.0;0.00;0;236.1;0.00;0;11;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;1;;316.0;0.00;0;234.6;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;2;;324.8;0.00;0;235.3;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;3;;348.5;0.00;0;236.6;0.00;0;15;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;4;;336.4;0.00;0;237.4;0.00;0;12;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;5;;348.4;0.00;0;236.5;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;6;;327.9;0.00;0;236.2;0.00;0;11;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;7;;323.2;0.00;0;236.1;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;8;;338.3;0.00;0;237.1;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;9;;320.6;0.00;0;237.2;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;10;;326.8;0.00;0;237.5;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;11;;328.6;0.00;0;236.9;0.00;0;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:15:00;900;12;;319.5;0.00;0;235.8;0.00;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;1;;353.1;0.00;0;233.5;0.05;0;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;2;;372.4;0.00;1;234.4;0.03;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;3;;425.9;0.00;1;236.4;0.09;0;15;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;4;;425.5;0.00;0;237.0;0.10;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;5;;426.0;0.00;0;235.4;0.11;0;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;6;;406.5;0.00;1;235.8;0.10;0;12;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;7;;396.3;0.00;1;235.6;0.07;0;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;8;;401.6;0.01;2;236.7;0.08;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;9;;440.0;0.00;0;236.8;0.07;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;10;;441.8;0.00;0;237.2;0.10;0;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;11;;444.0;0.00;0;236.4;0.07;0;15;0;;;;;;;;;;;;;;;;;;;;;;;
07:30:00;900;12;;434.4;0.00;0;234.8;0.10;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;1;;435.5;0.01;2;233.7;0.10;0;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;2;;431.6;0.02;6;234.4;0.11;3;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;3;;502.7;0.02;7;236.9;0.07;4;15;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;4;;506.5;0.01;3;237.6;0.08;1;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;5;;511.1;0.01;3;235.4;0.07;1;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;6;;475.6;0.01;3;236.4;0.05;1;12;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;7;;466.9;0.01;5;236.0;0.07;2;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;8;;478.6;0.01;4;237.1;0.05;2;13;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;9;;530.2;0.00;2;237.5;0.05;0;14;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;10;;542.1;0.00;1;237.8;0.08;0;15;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;11;;533.8;0.00;1;236.8;0.07;1;15;0;;;;;;;;;;;;;;;;;;;;;;;
07:45:00;900;12;;541.3;0.00;1;234.9;0.06;0;13;0;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;1;;440.7;0.02;7;232.2;0.15;2;14;0;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;2;;441.5;0.05;19;233.1;0.16;11;14;3;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;3;;482.4;0.07;23;235.2;0.17;15;15;5;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;4;;495.8;0.06;22;236.3;0.18;16;13;5;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;5;;499.0;0.06;22;234.1;0.16;16;14;5;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;6;;469.0;0.06;23;234.8;0.18;14;13;4;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;7;;478.3;0.04;16;234.7;0.11;10;15;3;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;8;;474.4;0.06;21;235.5;0.14;14;14;4;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;9;;534.2;0.02;10;236.0;0.12;4;14;0;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;10;;537.2;0.02;7;236.1;0.16;4;15;0;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;11;;551.7;0.01;5;235.2;0.07;2;15;0;;;;;;;;;;;;;;;;;;;;;;;
08:00:00;900;12;;533.6;0.02;8;233.3;0.14;3;14;0;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;1;;448.2;0.01;4;230.6;0.10;1;15;0;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;2;;435.1;0.05;18;231.3;0.16;11;15;2;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;3;;519.7;0.03;11;233.8;0.08;8;16;1;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;4;;511.2;0.04;15;234.4;0.13;8;14;2;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;5;;520.0;0.03;13;232.3;0.09;9;15;2;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;6;;464.5;0.05;20;233.2;0.19;12;13;2;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;7;;473.6;0.03;11;232.8;0.09;4;15;1;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;8;;478.9;0.04;13;233.7;0.10;7;14;2;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;9;;563.0;0.01;3;234.3;0.05;1;14;0;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;10;;568.8;0.00;2;234.5;0.07;1;15;0;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;11;;541.2;0.01;4;233.6;0.10;3;15;1;;;;;;;;;;;;;;;;;;;;;;;
08:15:00;900;12;;567.9;0.00;2;231.5;0.05;1;14;0;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;1;;416.5;0.24;86;233.0;0.47;71;15;17;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;2;;354.8;0.66;235;234.1;1.09;209;15;48;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;3;;357.2;0.64;228;235.9;1.04;195;17;48;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;4;;354.2;0.64;225;236.6;1.15;193;14;47;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;5;;364.7;0.64;235;234.6;1.09;216;15;53;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;6;;358.6;0.70;249;235.9;1.21;224;14;52;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;7;;352.4;0.69;244;235.8;1.12;207;16;46;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;8;;361.8;0.66;239;236.5;1.05;209;15;49;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;9;;434.3;0.28;99;236.8;0.49;76;15;19;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;10;;449.9;0.27;100;236.7;0.55;84;16;20;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;11;;434.7;0.27;99;236.1;0.53;83;16;19;;;;;;;;;;;;;;;;;;;;;;;
08:30:00;900;12;;441.5;0.27;101;234.1;0.56;83;15;20;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;1;;395.5;1.22;499;235.9;2.09;464;17;113;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;2;;431.0;2.52;1092;236.8;4.41;1040;17;250;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;3;;465.1;2.63;1236;239.4;4.97;1172;18;277;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;4;;478.8;2.62;1262;240.1;5.01;1199;16;284;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;5;;486.7;2.61;1287;237.9;5.22;1234;17;294;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;6;;456.1;2.71;1252;239.2;5.05;1194;15;277;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;7;;463.5;2.69;1274;238.9;5.05;1208;18;284;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;8;;461.5;2.68;1267;240.0;5.03;1210;16;290;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;9;;390.6;1.31;527;240.1;2.17;491;16;125;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;10;;405.7;1.36;574;240.3;2.38;542;17;134;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;11;;406.8;1.30;558;239.5;2.30;523;17;132;;;;;;;;;;;;;;;;;;;;;;;
08:45:00;900;12;;408.2;1.27;543;237.0;2.26;506;16;122;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;1;;403.4;0.68;294;234.2;1.29;259;18;77;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;2;;401.7;1.46;624;235.1;2.60;583;18;167;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;3;;435.2;1.47;700;237.6;2.83;646;19;185;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;4;;437.8;1.50;719;238.5;2.95;669;17;180;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;5;;449.1;1.53;751;236.0;3.05;708;18;187;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;6;;422.1;1.48;672;237.3;2.75;631;16;168;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;7;;424.9;1.43;661;237.2;2.67;610;19;161;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;8;;425.8;1.47;672;238.0;2.70;630;17;165;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;9;;441.3;0.71;346;238.3;1.43;309;18;80;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;10;;446.0;0.72;352;238.7;1.54;319;18;83;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;11;;440.7;0.70;345;237.6;1.47;313;18;82;;;;;;;;;;;;;;;;;;;;;;;
09:00:00;900;12;;455.0;0.74;377;235.5;1.61;336;17;97;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;1;;360.8;0.32;114;234.7;0.69;86;18;21;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;2;;353.8;0.69;242;235.6;1.11;208;18;51;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;3;;354.8;0.68;241;238.2;1.07;199;19;49;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;4;;354.0;0.66;235;239.1;1.16;194;17;47;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;5;;364.6;0.70;256;236.4;1.14;233;18;60;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;6;;358.9;0.70;251;237.7;1.20;225;16;58;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;7;;352.5;0.69;244;237.5;1.10;202;18;52;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;8;;362.0;0.72;260;238.5;1.08;231;17;59;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;9;;358.3;0.34;122;238.8;0.68;95;17;25;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;10;;362.7;0.34;122;239.1;0.74;101;18;24;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;11;;358.0;0.33;118;238.2;0.68;97;18;23;;;;;;;;;;;;;;;;;;;;;;;
09:15:00;900;12;;362.7;0.34;123;235.8;0.73;100;17;24;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;1;;363.9;0.60;220;234.1;1.04;195;18;49;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;2;;382.4;1.23;482;234.9;2.02;450;18;114;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;3;;399.4;1.26;522;237.5;2.11;474;19;116;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;4;;398.1;1.24;513;238.3;2.15;468;16;115;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;5;;398.5;1.26;514;236.0;2.14;486;18;119;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;6;;399.9;1.26;517;237.4;2.16;485;16;118;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;7;;398.0;1.26;518;237.1;2.11;471;18;116;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;8;;401.7;1.28;529;238.0;2.11;493;17;120;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;9;;363.3;0.63;230;238.2;1.04;204;17;50;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;10;;368.3;0.62;230;238.5;1.11;209;18;54;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;11;;362.9;0.61;225;237.8;1.04;201;18;52;;;;;;;;;;;;;;;;;;;;;;;
09:30:00;900;12;;369.4;0.63;234;235.3;1.11;211;17;54;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;1;;391.9;0.34;120;232.9;0.63;100;18;24;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;2;;359.3;0.79;287;233.8;1.27;256;18;62;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;3;;363.1;0.81;297;236.4;1.28;259;19;64;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;4;;360.4;0.80;292;237.2;1.36;255;17;63;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;5;;369.0;0.81;301;234.8;1.34;275;18;68;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;6;;365.4;0.82;304;236.3;1.36;276;16;69;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;7;;359.0;0.83;301;236.1;1.33;260;18;65;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;8;;367.5;0.80;296;236.9;1.25;266;17;64;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;9;;418.8;0.35;130;237.0;0.64;108;17;25;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;10;;422.4;0.35;130;237.5;0.69;111;18;26;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;11;;429.9;0.34;125;236.5;0.61;111;18;26;;;;;;;;;;;;;;;;;;;;;;;
09:45:00;900;12;;431.6;0.35;128;234.0;0.65;107;17;26;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;1;;410.3;2.51;1092;234.2;4.52;1034;18;246;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;2;;455.2;4.97;2313;235.3;9.34;2210;18;519;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;3;;521.5;4.98;2673;238.2;10.59;2538;19;604;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;4;;519.7;4.79;2563;238.7;10.14;2435;17;611;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;5;;513.4;4.76;2519;236.2;10.18;2416;18;619;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;6;;488.5;4.85;2419;238.4;9.68;2317;17;582;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;7;;499.2;4.77;2427;238.3;9.60;2306;19;577;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;8;;485.9;4.74;2373;239.2;9.41;2273;17;589;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;9;;437.9;2.53;1171;238.4;4.69;1115;17;280;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;10;;471.1;2.50;1261;238.8;5.03;1199;18;307;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;11;;460.9;2.44;1217;238.7;4.87;1161;18;301;;;;;;;;;;;;;;;;;;;;;;;
10:00:00;900;12;;443.1;2.55;1194;235.4;4.83;1127;17;288;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;1;;377.6;0.88;338;231.8;1.48;305;19;79;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;2;;428.9;1.74;758;232.8;3.12;713;19;186;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;3;;489.6;1.71;860;235.3;3.42;801;21;210;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;4;;484.2;1.73;858;236.0;3.43;799;18;209;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;5;;489.5;1.72;863;233.8;3.54;815;20;212;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;6;;461.5;1.76;830;235.3;3.35;776;18;193;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;7;;457.8;1.77;830;235.1;3.32;773;20;190;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;8;;464.3;1.78;841;235.9;3.34;788;19;195;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;9;;400.2;0.91;375;235.9;1.55;341;18;83;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;10;;407.0;0.94;392;236.2;1.66;361;19;86;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;11;;405.8;0.94;391;235.7;1.61;360;19;86;;;;;;;;;;;;;;;;;;;;;;;
10:15:00;900;12;;409.6;0.92;387;232.9;1.61;347;18;86;;;;;;;;;;;;;;;;;;;;;;;
