[info]
Anlage=Maris Kalogerakis Sitanos
Datum=120121
[messung]
;s;Adresse;KPC;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR
;s;;%;V;A;W;V;A;W;°C;Wh
[Start]
08:50:00;300;10;;462.8;0.00;0;231.5;0.00;0;14;0
08:50:00;300;11;;371.7;1.91;707;232.3;2.89;653;14;56
08:50:00;300;12;;389.3;1.87;727;232.6;2.99;684;16;57
08:55:00;300;1;;467.8;5.18;2433;234.6;9.90;2315;13;270
08:55:00;300;2;;;;;;;;;
08:55:00;300;3;;454.7;6.68;3037;233.8;12.39;2888;15;276
08:55:00;300;4;;458.5;6.27;2860;225.4;11.14;2513;14;208
08:55:00;300;5;;489.3;6.57;3211;232.2;13.08;3031;14;247
08:55:00;300;6;;446.5;7.16;3204;233.9;13.02;3037;14;263
08:55:00;300;7;;435.0;7.53;3265;234.2;13.39;3128;14;266
08:55:00;300;8;;455.8;7.13;3255;233.4;13.34;3117;12;277
08:55:00;300;9;;445.6;7.75;3455;233.1;14.06;3284;13;264
08:55:00;300;10;;467.7;0.00;0;231.9;0.00;0;14;0
08:55:00;300;11;;373.9;2.53;942;233.0;3.87;886;14;72
08:55:00;300;12;;389.4;2.38;924;233.1;3.88;886;16;73
09:00:00;300;1;;469.0;4.74;2220;234.8;9.03;2114;14;164
09:00:00;300;2;;;;;;;;;
09:00:00;300;3;;449.7;5.10;2294;233.3;9.35;2172;15;174
09:00:00;300;4;;443.6;4.14;1849;225.4;7.17;1622;14;169
09:00:00;300;5;;473.0;4.12;1968;232.4;8.00;1854;15;180
09:00:00;300;6;;459.9;3.93;1796;233.4;7.20;1680;14;165
09:00:00;300;7;;443.3;4.21;1867;233.9;7.58;1767;15;168
09:00:00;300;8;;434.1;4.22;1833;233.4;7.47;1751;13;159
09:00:00;300;9;;444.6;3.89;1731;232.5;7.03;1634;13;159
09:00:00;300;10;;469.2;0.00;0;231.8;0.00;0;15;0
09:00:00;300;11;;392.2;2.58;1014;233.1;4.16;953;14;70
09:00:00;300;12;;428.3;2.35;1004;233.3;4.14;957;17;71
09:05:00;300;1;;437.4;5.40;2356;235.5;9.58;2245;14;177
09:05:00;300;2;;;;;;;;;
09:05:00;300;3;;457.2;5.21;2376;233.7;9.68;2264;15;174
09:05:00;300;4;;427.9;5.11;2174;226.1;8.46;1916;15;166
09:05:00;300;5;;473.4;4.63;2194;233.4;8.90;2077;15;195
09:05:00;300;6;;445.3;4.67;2072;234.3;8.29;1942;15;164
09:05:00;300;7;;423.9;4.93;2089;234.6;8.53;1990;15;160
09:05:00;300;8;;418.7;5.62;2349;234.7;9.59;2253;13;159
09:05:00;300;9;;435.9;5.39;2347;233.5;9.51;2223;14;161
09:05:00;300;10;;471.1;0.00;0;232.6;0.00;0;15;0
09:05:00;300;11;;379.4;2.85;1080;233.9;4.34;1014;14;90
09:05:00;300;12;;413.3;2.57;1062;234.0;4.35;1009;17;96
09:10:00;300;1;;446.4;5.84;2608;236.7;10.53;2488;14;158
09:10:00;300;2;;;;;;;;;
09:10:00;300;3;;445.8;5.90;2630;234.9;10.74;2504;16;158
09:10:00;300;4;;451.5;6.18;2788;227.5;10.86;2464;15;177
09:10:00;300;5;;480.2;6.23;2993;234.6;12.09;2831;15;205
09:10:00;300;6;;447.4;5.80;2593;235.3;10.39;2448;15;209
09:10:00;300;7;;439.8;5.67;2488;235.8;10.10;2368;15;207
09:10:00;300;8;;450.0;5.57;2508;235.7;10.17;2398;13;208
09:10:00;300;9;;449.4;5.61;2513;234.5;10.18;2384;14;213
09:10:00;300;10;;472.6;0.00;0;233.8;0.00;0;15;0
09:10:00;300;11;;393.8;2.91;1144;235.2;4.72;1083;15;92
09:10:00;300;12;;411.3;2.80;1152;235.3;4.70;1102;18;91
09:15:00;300;1;;442.0;6.25;2762;237.0;11.16;2651;15;236
09:15:00;300;2;;;;;;;;;
09:15:00;300;3;;449.3;6.20;2784;235.3;11.34;2658;16;238
09:15:00;300;4;;452.3;6.48;2929;227.9;11.40;2598;15;222
09:15:00;300;5;;483.4;6.52;3152;235.5;12.73;2994;15;262
09:15:00;300;6;;448.5;6.56;2941;236.5;11.82;2793;15;247
09:15:00;300;7;;448.3;6.37;2856;236.7;11.65;2737;16;233
09:15:00;300;8;;449.6;6.36;2858;236.3;11.63;2747;13;242
09:15:00;300;9;;452.6;6.30;2850;235.3;11.54;2714;14;232
09:15:00;300;10;;474.1;0.00;0;234.4;0.00;0;17;0
09:15:00;300;11;;402.7;3.15;1269;235.8;5.15;1211;15;90
09:15:00;300;12;;416.9;3.04;1269;236.1;5.19;1221;18;91
09:20:00;300;1;;450.4;6.42;2891;238.3;11.59;2761;15;249
09:20:00;300;2;;;;;;;;;
09:20:00;300;3;;444.1;6.59;2925;236.5;11.82;2793;16;251
09:20:00;300;4;;453.2;6.81;3088;229.0;11.92;2733;15;235
09:20:00;300;5;;482.4;6.85;3305;236.3;13.29;3140;15;271
09:20:00;300;6;;450.5;6.85;3086;237.2;12.36;2922;15;251
09:20:00;300;7;;452.3;6.59;2979;237.8;12.06;2854;17;222
09:20:00;300;8;;451.6;6.61;2983;237.6;12.11;2873;13;215
09:20:00;300;9;;450.0;6.62;2976;236.3;12.02;2827;14;212
09:20:00;300;10;;475.0;0.00;0;235.0;0.00;0;17;0
09:20:00;300;11;;402.9;3.43;1381;236.9;5.61;1317;15;113
09:20:00;300;12;;421.1;3.26;1370;236.8;5.56;1313;19;112
09:25:00;300;1;;447.5;6.75;3017;238.1;12.10;2884;16;247
09:25:00;300;2;;;;;;;;;
09:25:00;300;3;;444.4;6.81;3025;236.6;12.26;2886;16;169
09:25:00;300;4;;449.7;6.55;2948;229.0;11.38;2604;16;217
09:25:00;300;5;;481.6;6.49;3124;236.0;12.58;2965;16;238
09:25:00;300;6;;447.7;7.05;3153;237.1;12.68;3000;16;224
09:25:00;300;7;;444.4;6.67;2960;237.4;11.98;2836;17;251
09:25:00;300;8;;447.5;6.60;2955;237.5;11.98;2841;14;252
09:25:00;300;9;;446.8;6.71;2994;236.0;12.10;2849;15;250
09:25:00;300;10;;476.6;0.00;0;235.0;0.00;0;18;0
09:25:00;300;11;;399.8;3.84;1532;236.7;6.17;1457;15;122
09:25:00;300;12;;416.1;3.67;1528;236.8;6.21;1465;18;128
09:30:00;300;1;;459.3;6.75;3099;238.4;12.44;2962;16;151
09:30:00;300;2;;;;;;;;;
09:30:00;300;3;;442.5;6.16;2730;236.9;11.06;2600;17;232
09:30:00;300;4;;451.5;6.22;2804;229.4;10.81;2476;16;215
09:30:00;300;5;;500.2;5.80;2901;236.8;11.61;2749;16;244
09:30:00;300;6;;448.1;6.62;2965;237.6;11.77;2800;16;239
09:30:00;300;7;;454.9;5.60;2548;238.4;10.19;2421;17;223
09:30:00;300;8;;450.0;5.90;2658;238.1;10.64;2550;14;225
09:30:00;300;9;;452.5;5.69;2559;237.0;10.21;2426;15;227
09:30:00;300;10;;474.6;0.00;0;236.0;0.00;0;18;0
09:30:00;300;11;;408.6;3.47;1412;237.6;5.66;1338;16;134
09:30:00;300;12;;420.9;3.74;1573;238.1;6.36;1507;18;114
09:35:00;300;1;;436.4;1.62;723;233.8;2.90;669;16;107
09:35:00;300;2;;;;;;;;;
09:35:00;300;3;;408.1;1.83;758;232.2;3.15;709;17;112
09:35:00;300;4;;434.1;1.63;717;224.1;2.79;618;16;71
09:35:00;300;5;;459.4;1.59;739;231.2;3.02;687;16;76
09:35:00;300;6;;433.5;1.77;770;231.9;3.03;686;16;68
09:35:00;300;7;;415.6;1.82;762;232.2;3.13;704;17;62
09:35:00;300;8;;413.1;1.81;763;232.6;3.09;712;14;57
09:35:00;300;9;;427.6;1.78;774;230.8;3.15;718;15;51
09:35:00;300;10;;452.9;0.00;0;230.9;0.00;0;17;0
09:35:00;300;11;;379.8;1.47;568;232.1;2.31;518;15;37
09:35:00;300;12;;385.4;1.49;584;231.9;2.43;539;17;57
09:40:00;300;1;;376.7;2.37;897;235.3;3.62;847;15;102
09:40:00;300;2;;;;;;;;;
09:40:00;300;3;;374.1;2.47;928;233.7;3.81;870;16;103
09:40:00;300;4;;391.6;3.54;1382;227.1;5.33;1216;16;95
09:40:00;300;5;;403.1;3.64;1483;234.0;6.02;1406;16;106
09:40:00;300;6;;410.2;3.76;1537;235.1;6.14;1439;16;103
09:40:00;300;7;;410.3;3.63;1524;235.8;6.14;1439;16;102
09:40:00;300;8;;372.2;3.60;1352;235.3;5.52;1295;14;104
09:40:00;300;9;;404.2;3.94;1629;234.4;6.62;1554;14;108
09:40:00;300;10;;467.8;0.00;0;233.9;0.00;0;15;0
09:40:00;300;11;;376.6;2.78;1057;235.1;4.29;1000;14;80
09:40:00;300;12;;361.9;2.55;924;235.2;3.88;881;17;78
09:45:00;300;1;;403.9;7.58;3092;240.2;12.31;2956;15;247
09:45:00;300;2;;;;;;;;;
09:45:00;300;3;;438.7;6.99;3122;239.1;12.50;2982;16;268
09:45:00;300;4;;427.3;8.37;3574;231.3;13.68;3171;16;254
09:45:00;300;5;;443.6;7.35;3271;237.5;13.08;3100;16;288
09:45:00;300;6;;466.0;7.36;3410;239.8;13.48;3229;16;279
09:45:00;300;7;;444.3;6.98;3094;239.8;12.33;2962;16;277
09:45:00;300;8;;391.2;7.20;2837;239.0;11.37;2726;14;253
09:45:00;300;9;;445.0;7.76;3471;239.3;13.81;3307;14;271
09:45:00;300;10;;480.6;0.00;0;237.8;0.00;0;15;0
09:45:00;300;11;;406.4;4.90;1992;239.4;7.98;1901;14;158
09:45:00;300;12;;388.3;4.72;1840;240.0;7.36;1765;16;159
09:50:00;300;1;;434.0;9.06;3934;243.7;15.46;3769;16;246
09:50:00;300;2;;;;;;;;;
09:50:00;300;3;;443.7;9.11;4034;242.3;15.91;3851;17;242
09:50:00;300;4;;456.2;8.52;3880;233.5;14.68;3432;16;302
09:50:00;300;5;;468.7;8.92;4181;240.6;16.50;3970;16;344
09:50:00;300;6;;459.6;8.09;3721;242.4;14.58;3530;16;321
09:50:00;300;7;;452.3;8.37;3781;242.1;14.97;3614;17;323
09:50:00;300;8;;442.8;8.68;3848;241.9;15.27;3694;14;324
09:50:00;300;9;;440.0;9.46;4157;241.5;16.40;3962;15;286
09:50:00;300;10;;483.9;0.00;0;239.1;0.00;0;15;0
09:50:00;300;11;;404.8;5.61;2277;241.2;9.06;2176;14;168
09:50:00;300;12;;424.5;5.45;2311;241.9;9.24;2223;17;165
09:55:00;300;1;;449.9;4.06;1842;239.9;7.24;1740;16;225
09:55:00;300;2;;;;;;;;;
09:55:00;300;3;;429.0;5.08;2200;238.8;8.72;2096;17;226
09:55:00;300;4;;456.8;4.41;2038;230.9;7.76;1796;17;174
09:55:00;300;5;;483.5;4.48;2189;238.3;8.70;2070;17;182
09:55:00;300;6;;451.7;4.55;2063;239.8;8.04;1933;16;173
09:55:00;300;7;;437.6;5.06;2216;239.7;8.83;2114;17;166
09:55:00;300;8;;439.1;4.97;2218;239.5;8.79;2118;14;165
09:55:00;300;9;;429.8;5.71;2438;238.8;9.60;2313;15;200
09:55:00;300;10;;471.8;0.00;0;237.8;0.00;0;15;0
09:55:00;300;11;;403.7;3.89;1565;239.8;6.22;1489;15;126
09:55:00;300;12;;403.6;3.49;1411;240.1;5.65;1352;17;129
10:00:00;300;1;;445.2;6.14;2713;242.4;10.65;2577;16;186
10:00:00;300;2;;;;;;;;;
10:00:00;300;3;;424.7;6.44;2743;241.1;10.85;2611;17;187
10:00:00;300;4;;457.4;6.33;2890;233.3;10.99;2560;17;168
10:00:00;300;5;;473.3;6.47;3069;241.0;12.08;2910;17;217
10:00:00;300;6;;452.6;6.12;2775;241.9;10.83;2628;16;196
10:00:00;300;7;;446.2;5.61;2500;241.7;9.91;2384;17;202
10:00:00;300;8;;445.5;5.44;2416;242.0;9.54;2313;14;208
10:00:00;300;9;;483.4;4.17;2019;240.3;7.94;1909;15;171
10:00:00;300;10;;480.9;0.00;0;238.8;0.00;0;15;0
10:00:00;300;11;;399.7;5.05;2016;241.8;7.97;1916;14;175
10:00:00;300;12;;432.5;5.01;2163;241.8;8.62;2075;17;177
10:05:00;300;1;;441.4;5.82;2577;242.2;10.20;2457;16;174
10:05:00;300;2;;;;;;;;;
10:05:00;300;3;;417.5;6.29;2625;241.4;10.40;2502;17;117
10:05:00;300;4;;456.2;4.01;1835;232.1;6.93;1605;17;172
10:05:00;300;5;;489.7;3.89;1916;239.9;7.54;1802;17;196
10:05:00;300;6;;463.7;4.53;2094;241.2;8.16;1966;16;181
10:05:00;300;7;;447.0;4.44;1992;240.8;7.88;1890;17;181
10:05:00;300;8;;442.5;4.51;2004;241.2;7.92;1922;14;177
10:05:00;300;9;;455.9;4.90;2221;240.3;8.71;2103;15;168
10:05:00;300;10;;480.2;0.00;0;239.0;0.00;0;15;0
10:05:00;300;11;;416.0;5.34;2195;241.7;8.71;2096;14;143
10:05:00;300;12;;419.1;5.27;2222;241.7;8.81;2130;17;149
10:10:00;300;1;;435.2;4.76;2086;239.2;8.39;1999;16;149
10:10:00;300;2;;;;;;;;;
10:10:00;300;3;;447.4;5.10;2280;238.1;9.14;2167;17;201
10:10:00;300;4;;428.4;5.40;2300;229.6;8.78;2025;17;149
10:10:00;300;5;;464.3;5.17;2405;236.4;9.67;2281;17;175
10:10:00;300;6;;431.5;4.62;1999;237.7;7.86;1878;16;140
10:10:00;300;7;;433.5;4.80;2063;237.5;8.29;1956;17;142
10:10:00;300;8;;420.0;3.78;1592;237.3;6.39;1522;14;142
10:10:00;300;9;;443.5;3.67;1630;236.6;6.52;1544;15;146
10:10:00;300;10;;474.5;0.00;0;235.8;0.00;0;15;0
10:10:00;300;11;;405.8;3.98;1630;237.6;6.52;1552;14;133
10:10:00;300;12;;410.2;4.67;1931;238.8;7.78;1852;17;142
10:15:00;300;1;;455.0;5.68;2581;240.1;10.14;2444;15;229
10:15:00;300;2;;;;;;;;;
10:15:00;300;3;;462.7;5.46;2521;238.6;10.13;2409;17;178
10:15:00;300;4;;437.8;5.77;2529;231.2;9.65;2230;16;185
10:15:00;300;5;;467.6;5.84;2743;239.0;10.86;2590;17;209
10:15:00;300;6;;456.4;7.04;3213;240.7;12.64;3046;16;227
10:15:00;300;7;;462.7;6.76;3120;240.0;12.47;2982;17;209
10:15:00;300;8;;439.2;7.22;3172;240.0;12.59;3023;14;211
10:15:00;300;9;;455.9;6.93;3165;239.4;12.50;2998;15;216
10:15:00;300;10;;479.3;0.00;0;237.5;0.00;0;14;0
10:15:00;300;11;;396.4;5.52;2205;239.9;8.74;2096;14;209
10:15:00;300;12;;418.7;5.55;2327;240.9;9.25;2226;17;206
10:20:00;300;1;;457.6;6.62;3030;244.0;11.86;2893;16;209
10:20:00;300;2;;;;;;;;;
10:20:00;300;3;;458.8;7.32;3348;243.1;13.20;3198;17;263
10:20:00;300;4;;445.6;7.85;3502;234.9;13.23;3100;17;264
10:20:00;300;5;;484.8;7.47;3625;242.8;14.21;3444;17;312
10:20:00;300;6;;460.8;7.14;3301;244.1;12.85;3135;17;279
10:20:00;300;7;;450.0;7.70;3471;243.5;13.75;3334;18;288
10:20:00;300;8;;442.9;7.36;3252;243.7;12.81;3123;15;295
10:20:00;300;9;;440.1;7.18;3164;243.0;12.43;3015;15;280
10:20:00;300;10;;484.0;0.00;0;240.5;0.00;0;15;0
10:20:00;300;11;;404.6;6.97;2809;244.0;11.05;2693;14;215
10:20:00;300;12;;428.4;7.18;3078;244.6;12.15;2964;17;221
10:25:00;300;1;;483.7;6.80;3284;245.3;12.71;3123;17;293
10:25:00;300;2;;;;;;;;;
10:25:00;300;3;;440.9;9.13;3965;245.2;15.44;3785;18;313
10:25:00;300;4;;477.4;8.53;4045;236.2;15.20;3588;17;297
10:25:00;300;5;;472.6;9.57;4536;244.0;17.60;4303;17;350
10:25:00;300;6;;453.6;9.80;4442;245.9;17.19;4228;17;329
10:25:00;300;7;;453.2;9.60;4346;245.0;17.06;4163;18;294
10:25:00;300;8;;441.0;9.78;4317;245.1;16.94;4160;15;289
10:25:00;300;9;;431.1;9.75;4205;244.4;16.42;4015;16;283
10:25:00;300;10;;484.8;0.00;0;241.4;0.00;0;15;0
10:25:00;300;11;;416.0;6.83;2829;244.7;11.07;2705;15;239
10:25:00;300;12;;405.7;7.21;2921;245.7;11.49;2824;17;254
10:30:00;300;1;;473.2;9.51;4504;246.2;17.40;4283;17;379
10:30:00;300;2;;;;;;;;;
10:30:00;300;3;;469.6;9.32;4379;245.5;16.89;4144;18;335
10:30:00;300;4;;452.8;11.63;5266;236.6;19.73;4666;18;336
10:30:00;300;5;;478.3;11.88;5683;244.7;22.07;5387;18;389
10:30:00;300;6;;443.0;11.66;5163;246.3;20.00;4910;17;362
10:30:00;300;7;;439.5;11.71;5146;245.8;20.15;4938;18;409
10:30:00;300;8;;445.9;11.45;5107;245.8;19.97;4905;16;410
10:30:00;300;9;;447.6;11.40;5100;245.1;19.74;4844;16;406
10:30:00;300;10;;484.3;0.00;1;241.9;0.00;0;15;0
10:30:00;300;11;;409.0;7.61;3111;244.9;12.14;2979;15;269
10:30:00;300;12;;412.5;7.95;3269;246.2;12.82;3150;18;271
10:35:00;300;1;;442.3;4.90;2194;240.3;8.65;2097;17;154
10:35:00;300;2;;;;;;;;;
10:35:00;300;3;;434.3;5.87;2567;240.5;10.19;2455;18;193
10:35:00;300;4;;419.5;5.85;2484;230.9;9.43;2195;18;204
10:35:00;300;5;;487.4;5.38;2592;238.1;10.21;2455;18;233
10:35:00;300;6;;446.4;5.20;2319;239.6;9.03;2186;18;221
10:35:00;300;7;;436.2;5.04;2237;239.0;8.92;2139;18;207
10:35:00;300;8;;427.3;5.02;2145;239.1;8.50;2057;16;209
10:35:00;300;9;;438.2;4.96;2163;238.4;8.53;2058;17;207
10:35:00;300;10;;469.3;0.00;0;236.3;0.00;0;15;0
10:35:00;300;11;;400.1;4.43;1791;239.2;7.13;1710;16;151
10:35:00;300;12;;424.7;4.13;1766;239.7;7.00;1694;18;143
10:40:00;300;1;;416.9;3.01;1254;235.9;5.12;1202;16;77
10:40:00;300;2;;;;;;;;;
10:40:00;300;3;;425.7;3.11;1326;235.1;5.32;1243;18;80
10:40:00;300;4;;395.4;2.67;1046;227.0;4.01;905;18;76
10:40:00;300;5;;444.4;2.48;1091;234.3;4.40;1023;18;90
10:40:00;300;6;;425.9;2.37;1010;235.4;3.94;920;17;84
10:40:00;300;7;;433.5;2.26;984;235.1;3.93;913;18;79
10:40:00;300;8;;432.2;2.06;889;234.9;3.58;839;16;73
10:40:00;300;9;;427.4;2.12;908;234.4;3.66;851;16;71
10:40:00;300;10;;463.1;0.00;0;233.7;0.00;0;15;0
10:40:00;300;11;;402.5;2.05;823;235.0;3.33;763;15;70
10:40:00;300;12;;387.0;2.40;927;235.5;3.79;881;18;74
10:45:00;300;1;;418.3;1.96;815;234.6;3.30;762;16;76
10:45:00;300;2;;;;;;;;;
10:45:00;300;3;;416.5;2.26;931;233.9;3.86;876;17;76
10:45:00;300;4;;425.8;2.14;908;226.0;3.47;786;17;54
10:45:00;300;5;;447.3;2.09;936;233.3;3.78;871;17;59
10:45:00;300;6;;429.1;2.11;910;234.2;3.63;832;17;56
10:45:00;300;7;;431.0;2.05;880;233.9;3.53;810;17;60
10:45:00;300;8;;423.5;1.98;838;234.1;3.39;786;15;65
10:45:00;300;9;;434.1;1.95;840;233.2;3.41;779;15;65
10:45:00;300;10;;461.6;0.00;0;232.6;0.00;0;14;0
10:45:00;300;11;;387.8;1.95;753;234.0;3.03;696;15;61
10:45:00;300;12;;387.4;2.08;803;234.2;3.28;757;17;63
10:50:00;300;1;;426.7;3.14;1338;238.0;5.40;1278;15;120
10:50:00;300;2;;;;;;;;;
10:50:00;300;3;;415.6;2.98;1228;236.8;4.94;1163;17;121
10:50:00;300;4;;441.1;3.73;1646;228.6;6.34;1445;17;111
10:50:00;300;5;;463.7;3.49;1620;236.2;6.37;1510;17;127
10:50:00;300;6;;429.7;3.48;1488;237.3;5.84;1378;17;118
10:50:00;300;7;;438.3;2.95;1294;236.7;5.20;1222;17;112
10:50:00;300;8;;427.7;3.04;1299;237.3;5.24;1240;14;111
10:50:00;300;9;;431.5;2.95;1275;236.4;5.09;1202;15;111
10:50:00;300;10;;472.1;0.00;0;235.3;0.00;0;14;0
10:50:00;300;11;;402.7;3.28;1319;237.8;5.28;1248;14;105
10:50:00;300;12;;406.7;3.11;1267;237.9;5.16;1209;17;100
10:55:00;300;1;;444.8;3.26;1484;237.9;5.94;1401;15;126
10:55:00;300;2;;;;;;;;;
10:55:00;300;3;;434.5;2.25;991;235.9;3.97;929;17;125
10:55:00;300;4;;444.8;3.45;1559;227.7;6.02;1370;16;120
10:55:00;300;5;;496.4;3.37;1665;235.1;6.69;1572;17;133
10:55:00;300;6;;405.0;3.96;1610;236.3;6.38;1506;17;123
10:55:00;300;7;;444.8;3.81;1725;236.2;7.09;1674;17;126
10:55:00;300;8;;438.6;3.78;1632;235.9;6.61;1563;14;119
10:55:00;300;9;;424.0;3.80;1588;235.1;6.38;1494;15;118
10:55:00;300;10;;469.2;0.00;0;234.0;0.00;0;14;0
10:55:00;300;11;;391.3;3.44;1349;236.2;5.37;1271;14;106
10:55:00;300;12;;415.4;3.16;1302;236.7;5.26;1240;17;117
11:00:00;300;1;;416.3;1.93;798;234.6;3.20;744;15;44
11:00:00;300;2;;;;;;;;;
11:00:00;300;3;;404.3;1.97;794;233.6;3.24;744;17;44
11:00:00;300;4;;411.0;1.90;782;225.7;2.99;674;16;57
11:00:00;300;5;;450.2;1.86;832;232.8;3.40;775;17;59
11:00:00;300;6;;431.5;1.85;801;234.2;3.11;722;16;54
11:00:00;300;7;;416.7;1.83;763;233.6;3.07;702;16;52
11:00:00;300;8;;407.6;1.78;723;234.1;2.94;680;14;60
11:00:00;300;9;;420.4;1.75;733;232.9;2.92;676;15;59
11:00:00;300;10;;459.3;0.00;0;232.8;0.00;0;14;0
11:00:00;300;11;;387.9;1.74;676;234.0;2.70;622;14;54
11:00:00;300;12;;392.3;1.80;703;234.5;2.90;662;16;57
