[info]
Anlage=Maris Kalogerakis Sitanos
Datum=120121
[messung]
;s;Adresse;KPC;U_DC_0;I_DC_0;P_DC_WR;U_AC_0;I_AC_0;P_AC_WR;T_WR;E_D_WR
;s;;%;V;A;W;V;A;W;°C;Wh
[Start]
04:50:00;300;11;;;;;;;;;
04:50:00;300;12;;;;;;;;;
04:55:00;300;1;;;;;;;;;
04:55:00;300;2;;;;;;;;;
04:55:00;300;3;;;;;;;;;
04:55:00;300;4;;;;;;;;;
04:55:00;300;5;;;;;;;;;
04:55:00;300;6;;;;;;;;;
04:55:00;300;7;;;;;;;;;
04:55:00;300;8;;;;;;;;;
04:55:00;300;9;;;;;;;;;
04:55:00;300;10;;;;;;;;;
04:55:00;300;11;;;;;;;;;
04:55:00;300;12;;;;;;;;;
05:00:00;300;1;;;;;;;;;
05:00:00;300;2;;;;;;;;;
05:00:00;300;3;;;;;;;;;
05:00:00;300;4;;;;;;;;;
05:00:00;300;5;;;;;;;;;
05:00:00;300;6;;;;;;;;;
05:00:00;300;7;;;;;;;;;
05:00:00;300;8;;;;;;;;;
05:00:00;300;9;;;;;;;;;
05:00:00;300;10;;;;;;;;;
05:00:00;300;11;;;;;;;;;
05:00:00;300;12;;;;;;;;;
05:05:00;300;1;;;;;;;;;
05:05:00;300;2;;;;;;;;;
05:05:00;300;3;;;;;;;;;
05:05:00;300;4;;;;;;;;;
05:05:00;300;5;;;;;;;;;
05:05:00;300;6;;;;;;;;;
05:05:00;300;7;;;;;;;;;
05:05:00;300;8;;;;;;;;;
05:05:00;300;9;;;;;;;;;
05:05:00;300;10;;;;;;;;;
05:05:00;300;11;;;;;;;;;
05:05:00;300;12;;;;;;;;;
05:10:00;300;1;;;;;;;;;
05:10:00;300;2;;;;;;;;;
05:10:00;300;3;;;;;;;;;
05:10:00;300;4;;;;;;;;;
05:10:00;300;5;;;;;;;;;
05:10:00;300;6;;;;;;;;;
05:10:00;300;7;;;;;;;;;
05:10:00;300;8;;;;;;;;;
05:10:00;300;9;;;;;;;;;
05:10:00;300;10;;;;;;;;;
05:10:00;300;11;;;;;;;;;
05:10:00;300;12;;;;;;;;;
05:15:00;300;1;;;;;;;;;
05:15:00;300;2;;;;;;;;;
05:15:00;300;3;;;;;;;;;
05:15:00;300;4;;;;;;;;;
05:15:00;300;5;;;;;;;;;
05:15:00;300;6;;;;;;;;;
05:15:00;300;7;;;;;;;;;
05:15:00;300;8;;;;;;;;;
05:15:00;300;9;;;;;;;;;
05:15:00;300;10;;;;;;;;;
05:15:00;300;11;;;;;;;;;
05:15:00;300;12;;;;;;;;;
05:20:00;300;1;;;;;;;;;
05:20:00;300;2;;;;;;;;;
05:20:00;300;3;;;;;;;;;
05:20:00;300;4;;;;;;;;;
05:20:00;300;5;;;;;;;;;
05:20:00;300;6;;;;;;;;;
05:20:00;300;7;;;;;;;;;
05:20:00;300;8;;;;;;;;;
05:20:00;300;9;;;;;;;;;
05:20:00;300;10;;;;;;;;;
05:20:00;300;11;;;;;;;;;
05:20:00;300;12;;;;;;;;;
05:25:00;300;1;;;;;;;;;
05:25:00;300;2;;;;;;;;;
05:25:00;300;3;;;;;;;;;
05:25:00;300;4;;;;;;;;;
05:25:00;300;5;;;;;;;;;
05:25:00;300;6;;;;;;;;;
05:25:00;300;7;;;;;;;;;
05:25:00;300;8;;;;;;;;;
05:25:00;300;9;;;;;;;;;
05:25:00;300;10;;;;;;;;;
05:25:00;300;11;;;;;;;;;
05:25:00;300;12;;;;;;;;;
05:30:00;300;1;;;;;;;;;
05:30:00;300;2;;;;;;;;;
05:30:00;300;3;;;;;;;;;
05:30:00;300;4;;;;;;;;;
05:30:00;300;5;;;;;;;;;
05:30:00;300;6;;;;;;;;;
05:30:00;300;7;;;;;;;;;
05:30:00;300;8;;;;;;;;;
05:30:00;300;9;;;;;;;;;
05:30:00;300;10;;;;;;;;;
05:30:00;300;11;;;;;;;;;
05:30:00;300;12;;;;;;;;;
05:35:00;300;1;;;;;;;;;
05:35:00;300;2;;;;;;;;;
05:35:00;300;3;;;;;;;;;
05:35:00;300;4;;;;;;;;;
05:35:00;300;5;;;;;;;;;
05:35:00;300;6;;;;;;;;;
05:35:00;300;7;;;;;;;;;
05:35:00;300;8;;;;;;;;;
05:35:00;300;9;;;;;;;;;
05:35:00;300;10;;;;;;;;;
05:35:00;300;11;;;;;;;;;
05:35:00;300;12;;;;;;;;;
05:40:00;300;1;;;;;;;;;
05:40:00;300;2;;;;;;;;;
05:40:00;300;3;;;;;;;;;
05:40:00;300;4;;;;;;;;;
05:40:00;300;5;;;;;;;;;
05:40:00;300;6;;;;;;;;;
05:40:00;300;7;;;;;;;;;
05:40:00;300;8;;;;;;;;;
05:40:00;300;9;;;;;;;;;
05:40:00;300;10;;;;;;;;;
05:40:00;300;11;;;;;;;;;
05:40:00;300;12;;;;;;;;;
05:45:00;300;1;;;;;;;;;
05:45:00;300;2;;;;;;;;;
05:45:00;300;3;;;;;;;;;
05:45:00;300;4;;;;;;;;;
05:45:00;300;5;;;;;;;;;
05:45:00;300;6;;;;;;;;;
05:45:00;300;7;;;;;;;;;
05:45:00;300;8;;;;;;;;;
05:45:00;300;9;;;;;;;;;
05:45:00;300;10;;;;;;;;;
05:45:00;300;11;;;;;;;;;
05:45:00;300;12;;;;;;;;;
05:50:00;300;1;;;;;;;;;
05:50:00;300;2;;;;;;;;;
05:50:00;300;3;;;;;;;;;
05:50:00;300;4;;;;;;;;;
05:50:00;300;5;;;;;;;;;
05:50:00;300;6;;;;;;;;;
05:50:00;300;7;;;;;;;;;
05:50:00;300;8;;;;;;;;;
05:50:00;300;9;;;;;;;;;
05:50:00;300;10;;;;;;;;;
05:50:00;300;11;;;;;;;;;
05:50:00;300;12;;;;;;;;;
05:55:00;300;1;;;;;;;;;
05:55:00;300;2;;;;;;;;;
05:55:00;300;3;;;;;;;;;
05:55:00;300;4;;;;;;;;;
05:55:00;300;5;;;;;;;;;
05:55:00;300;6;;;;;;;;;
05:55:00;300;7;;;;;;;;;
05:55:00;300;8;;;;;;;;;
05:55:00;300;9;;;;;;;;;
05:55:00;300;10;;;;;;;;;
05:55:00;300;11;;;;;;;;;
05:55:00;300;12;;;;;;;;;
06:00:00;300;1;;;;;;;;;
06:00:00;300;2;;;;;;;;;
06:00:00;300;3;;;;;;;;;
06:00:00;300;4;;;;;;;;;
06:00:00;300;5;;;;;;;;;
06:00:00;300;6;;;;;;;;;
06:00:00;300;7;;;;;;;;;
06:00:00;300;8;;;;;;;;;
06:00:00;300;9;;;;;;;;;
06:00:00;300;10;;;;;;;;;
06:00:00;300;11;;;;;;;;;
06:00:00;300;12;;;;;;;;;
06:05:00;300;1;;;;;;;;;
06:05:00;300;2;;;;;;;;;
06:05:00;300;3;;;;;;;;;
06:05:00;300;4;;;;;;;;;
06:05:00;300;5;;;;;;;;;
06:05:00;300;6;;;;;;;;;
06:05:00;300;7;;;;;;;;;
06:05:00;300;8;;;;;;;;;
06:05:00;300;9;;;;;;;;;
06:05:00;300;10;;;;;;;;;
06:05:00;300;11;;;;;;;;;
06:05:00;300;12;;;;;;;;;
06:10:00;300;1;;;;;;;;;
06:10:00;300;2;;;;;;;;;
06:10:00;300;3;;;;;;;;;
06:10:00;300;4;;;;;;;;;
06:10:00;300;5;;;;;;;;;
06:10:00;300;6;;;;;;;;;
06:10:00;300;7;;;;;;;;;
06:10:00;300;8;;;;;;;;;
06:10:00;300;9;;;;;;;;;
06:10:00;300;10;;;;;;;;;
06:10:00;300;11;;;;;;;;;
06:10:00;300;12;;;;;;;;;
06:15:00;300;1;;;;;;;;;
06:15:00;300;2;;;;;;;;;
06:15:00;300;3;;;;;;;;;
06:15:00;300;4;;;;;;;;;
06:15:00;300;5;;;;;;;;;
06:15:00;300;6;;;;;;;;;
06:15:00;300;7;;;;;;;;;
06:15:00;300;8;;;;;;;;;
06:15:00;300;9;;;;;;;;;
06:15:00;300;10;;;;;;;;;
06:15:00;300;11;;;;;;;;;
06:15:00;300;12;;;;;;;;;
06:20:00;300;1;;;;;;;;;
06:20:00;300;2;;;;;;;;;
06:20:00;300;3;;;;;;;;;
06:20:00;300;4;;;;;;;;;
06:20:00;300;5;;;;;;;;;
06:20:00;300;6;;;;;;;;;
06:20:00;300;7;;;;;;;;;
06:20:00;300;8;;;;;;;;;
06:20:00;300;9;;;;;;;;;
06:20:00;300;10;;;;;;;;;
06:20:00;300;11;;;;;;;;;
06:20:00;300;12;;;;;;;;;
06:25:00;300;1;;;;;;;;;
06:25:00;300;2;;;;;;;;;
06:25:00;300;3;;;;;;;;;
06:25:00;300;4;;;;;;;;;
06:25:00;300;5;;;;;;;;;
06:25:00;300;6;;;;;;;;;
06:25:00;300;7;;;;;;;;;
06:25:00;300;8;;;;;;;;;
06:25:00;300;9;;;;;;;;;
06:25:00;300;10;;;;;;;;;
06:25:00;300;11;;;;;;;;;
06:25:00;300;12;;;;;;;;;
06:30:00;300;1;;;;;;;;;
06:30:00;300;2;;;;;;;;;
06:30:00;300;3;;;;;;;;;
06:30:00;300;4;;;;;;;;;
06:30:00;300;5;;;;;;;;;
06:30:00;300;6;;;;;;;;;
06:30:00;300;7;;;;;;;;;
06:30:00;300;8;;;;;;;;;
06:30:00;300;9;;;;;;;;;
06:30:00;300;10;;;;;;;;;
06:30:00;300;11;;;;;;;;;
06:30:00;300;12;;;;;;;;;
06:35:00;300;1;;;;;;;;;
06:35:00;300;2;;;;;;;;;
06:35:00;300;3;;;;;;;;;
06:35:00;300;4;;;;;;;;;
06:35:00;300;5;;;;;;;;;
06:35:00;300;6;;;;;;;;;
06:35:00;300;7;;;;;;;;;
06:35:00;300;8;;;;;;;;;
06:35:00;300;9;;;;;;;;;
06:35:00;300;10;;;;;;;;;
06:35:00;300;11;;;;;;;;;
06:35:00;300;12;;;;;;;;;
06:40:00;300;1;;;;;;;;;
06:40:00;300;2;;;;;;;;;
06:40:00;300;3;;;;;;;;;
06:40:00;300;4;;;;;;;;;
06:40:00;300;5;;;;;;;;;
06:40:00;300;6;;;;;;;;;
06:40:00;300;7;;;;;;;;;
06:40:00;300;8;;;;;;;;;
06:40:00;300;9;;;;;;;;;
06:40:00;300;10;;;;;;;;;
06:40:00;300;11;;;;;;;;;
06:40:00;300;12;;;;;;;;;
06:45:00;300;1;;;;;;;;;
06:45:00;300;2;;;;;;;;;
06:45:00;300;3;;;;;;;;;
06:45:00;300;4;;;;;;;;;
06:45:00;300;5;;;;;;;;;
06:45:00;300;6;;;;;;;;;
06:45:00;300;7;;;;;;;;;
06:45:00;300;8;;;;;;;;;
06:45:00;300;9;;;;;;;;;
06:45:00;300;10;;;;;;;;;
06:45:00;300;11;;;;;;;;;
06:45:00;300;12;;;;;;;;;
06:50:00;300;1;;;;;;;;;
06:50:00;300;2;;;;;;;;;
06:50:00;300;3;;;;;;;;;
06:50:00;300;4;;;;;;;;;
06:50:00;300;5;;;;;;;;;
06:50:00;300;6;;;;;;;;;
06:50:00;300;7;;;;;;;;;
06:50:00;300;8;;;;;;;;;
06:50:00;300;9;;;;;;;;;
06:50:00;300;10;;;;;;;;;
06:50:00;300;11;;;;;;;;;
06:50:00;300;12;;;;;;;;;
06:55:00;300;1;;;;;;;;;
06:55:00;300;2;;;;;;;;;
06:55:00;300;3;;;;;;;;;
06:55:00;300;4;;;;;;;;;
06:55:00;300;5;;;;;;;;;
06:55:00;300;6;;;;;;;;;
06:55:00;300;7;;;;;;;;;
06:55:00;300;8;;;;;;;;;
06:55:00;300;9;;;;;;;;;
06:55:00;300;10;;;;;;;;;
06:55:00;300;11;;;;;;;;;
06:55:00;300;12;;;;;;;;;
07:00:00;300;1;;;;;;;;;
07:00:00;300;2;;;;;;;;;
07:00:00;300;3;;;;;;;;;
07:00:00;300;4;;;;;;;;;
07:00:00;300;5;;;;;;;;;
07:00:00;300;6;;;;;;;;;
07:00:00;300;7;;;;;;;;;
07:00:00;300;8;;;;;;;;;
07:00:00;300;9;;;;;;;;;
07:00:00;300;10;;;;;;;;;
07:00:00;300;11;;;;;;;;;
07:00:00;300;12;;;;;;;;;
07:05:00;300;1;;;;;;;;;
07:05:00;300;2;;;;;;;;;
07:05:00;300;3;;;;;;;;;
07:05:00;300;4;;;;;;;;;
07:05:00;300;5;;;;;;;;;
07:05:00;300;6;;;;;;;;;
07:05:00;300;7;;;;;;;;;
07:05:00;300;8;;;;;;;;;
07:05:00;300;9;;;;;;;;;
07:05:00;300;10;;;;;;;;;
07:05:00;300;11;;;;;;;;;
07:05:00;300;12;;;;;;;;;
07:10:00;300;1;;;;;;;;;
07:10:00;300;2;;;;;;;;;
07:10:00;300;3;;;;;;;;;
07:10:00;300;4;;;;;;;;;
07:10:00;300;5;;;;;;;;;
07:10:00;300;6;;;;;;;;;
07:10:00;300;7;;;;;;;;;
07:10:00;300;8;;;;;;;;;
07:10:00;300;9;;;;;;;;;
07:10:00;300;10;;;;;;;;;
07:10:00;300;11;;;;;;;;;
07:10:00;300;12;;;;;;;;;
07:15:00;300;1;;;;;;;;;
07:15:00;300;2;;;;;;;;;
07:15:00;300;3;;;;;;;;;
07:15:00;300;4;;;;;;;;;
07:15:00;300;5;;;;;;;;;
07:15:00;300;6;;;;;;;;;
07:15:00;300;7;;;;;;;;;
07:15:00;300;8;;;;;;;;;
07:15:00;300;9;;;;;;;;;
07:15:00;300;10;;;;;;;;;
07:15:00;300;11;;;;;;;;;
07:15:00;300;12;;;;;;;;;
07:20:00;300;1;;;;;;;;;
07:20:00;300;2;;;;;;;;;
07:20:00;300;3;;;;;;;;;
07:20:00;300;4;;;;;;;;;
07:20:00;300;5;;;;;;;;;
07:20:00;300;6;;;;;;;;;
07:20:00;300;7;;;;;;;;;
07:20:00;300;8;;;;;;;;;
07:20:00;300;9;;;;;;;;;
07:20:00;300;10;;;;;;;;;
07:20:00;300;11;;;;;;;;;
07:20:00;300;12;;;;;;;;;
07:25:00;300;1;;;;;;;;;
07:25:00;300;2;;;;;;;;;
07:25:00;300;3;;;;;;;;;
07:25:00;300;4;;;;;;;;;
07:25:00;300;5;;;;;;;;;
07:25:00;300;6;;;;;;;;;
07:25:00;300;7;;;;;;;;;
07:25:00;300;8;;;;;;;;;
07:25:00;300;9;;;;;;;;;
07:25:00;300;10;;;;;;;;;
07:25:00;300;11;;;;;;;;;
07:25:00;300;12;;;;;;;;;
07:30:00;300;1;;;;;;;;;
07:30:00;300;2;;;;;;;;;
07:30:00;300;3;;;;;;;;;
07:30:00;300;4;;298.5;0.00;0;220.6;0.00;0;7;0
07:30:00;300;5;;286.7;0.00;0;228.7;0.00;0;7;0
07:30:00;300;6;;274.6;0.00;0;229.1;0.00;0;7;0
07:30:00;300;7;;;;;;;;;
07:30:00;300;8;;269.8;0.00;0;229.2;0.00;0;5;0
07:30:00;300;9;;271.8;0.00;0;227.8;0.00;0;6;0
07:30:00;300;10;;;;;;;;;
07:30:00;300;11;;;;;;;;;
07:30:00;300;12;;;;;;;;;
07:35:00;300;1;;320.6;0.00;0;229.5;0.00;0;8;0
07:35:00;300;2;;;;;;;;;
07:35:00;300;3;;346.3;0.00;0;228.3;0.00;0;8;0
07:35:00;300;4;;341.2;0.00;0;220.6;0.00;0;8;0
07:35:00;300;5;;347.5;0.00;0;228.3;0.00;0;9;0
07:35:00;300;6;;327.8;0.00;0;229.0;0.00;0;9;0
07:35:00;300;7;;329.0;0.00;0;228.7;0.00;0;8;0
07:35:00;300;8;;332.2;0.00;0;229.2;0.00;0;7;0
07:35:00;300;9;;327.3;0.00;0;227.7;0.00;0;7;0
07:35:00;300;10;;283.6;0.00;0;227.8;0.00;0;7;0
07:35:00;300;11;;294.3;0.00;0;228.2;0.00;0;7;0
07:35:00;300;12;;312.9;0.00;0;229.1;0.00;0;8;0
07:40:00;300;1;;349.9;0.00;0;229.2;0.00;0;8;0
07:40:00;300;2;;;;;;;;;
07:40:00;300;3;;363.8;0.00;0;228.2;0.00;0;9;0
07:40:00;300;4;;335.5;0.00;0;220.6;0.00;0;9;0
07:40:00;300;5;;371.7;0.00;0;228.4;0.00;0;10;0
07:40:00;300;6;;351.2;0.00;0;228.9;0.00;0;10;0
07:40:00;300;7;;360.8;0.00;0;228.5;0.00;0;9;0
07:40:00;300;8;;337.6;0.00;0;229.1;0.00;0;7;0
07:40:00;300;9;;347.5;0.00;0;227.7;0.00;0;8;0
07:40:00;300;10;;321.1;0.00;0;227.9;0.00;0;8;0
07:40:00;300;11;;326.7;0.00;0;228.8;0.00;0;8;0
07:40:00;300;12;;345.7;0.00;0;228.7;0.00;0;9;0
07:45:00;300;1;;368.3;0.00;0;229.1;0.00;0;9;0
07:45:00;300;2;;;;;;;;;
07:45:00;300;3;;380.6;0.00;0;228.0;0.00;0;10;0
07:45:00;300;4;;391.5;0.00;0;220.7;0.00;0;9;0
07:45:00;300;5;;408.3;0.00;0;227.8;0.07;0;10;0
07:45:00;300;6;;384.4;0.00;0;228.9;0.00;0;10;0
07:45:00;300;7;;386.7;0.00;0;228.4;0.00;0;10;0
07:45:00;300;8;;388.0;0.00;0;228.8;0.00;0;8;0
07:45:00;300;9;;386.2;0.00;0;227.7;0.00;0;8;0
07:45:00;300;10;;338.5;0.00;0;228.0;0.00;0;9;0
07:45:00;300;11;;342.2;0.00;0;228.6;0.00;0;9;0
07:45:00;300;12;;316.8;0.00;0;228.2;0.00;0;10;0
07:50:00;300;1;;355.2;0.00;0;229.1;0.00;0;9;0
07:50:00;300;2;;;;;;;;;
07:50:00;300;3;;367.4;0.00;0;228.0;0.00;0;11;0
07:50:00;300;4;;375.2;0.00;0;220.7;0.00;0;9;0
07:50:00;300;5;;395.2;0.00;0;228.2;0.00;0;10;0
07:50:00;300;6;;368.7;0.00;0;228.9;0.00;0;11;0
07:50:00;300;7;;369.7;0.00;0;228.9;0.00;0;10;0
07:50:00;300;8;;372.5;0.00;0;229.1;0.00;0;8;0
07:50:00;300;9;;370.5;0.00;0;227.5;0.00;0;9;0
07:50:00;300;10;;327.0;0.00;0;227.9;0.00;0;10;0
07:50:00;300;11;;332.1;0.00;0;229.0;0.00;0;9;0
07:50:00;300;12;;347.7;0.00;0;228.2;0.00;0;10;0
07:55:00;300;1;;398.0;0.00;0;228.6;0.00;0;9;0
07:55:00;300;2;;;;;;;;;
07:55:00;300;3;;405.9;0.00;0;227.1;0.00;0;11;0
07:55:00;300;4;;405.7;0.00;2;220.0;0.04;0;10;0
07:55:00;300;5;;421.5;0.00;2;227.4;0.11;1;11;0
07:55:00;300;6;;394.3;0.02;7;228.2;0.11;0;11;0
07:55:00;300;7;;403.7;0.00;2;228.2;0.07;0;10;0
07:55:00;300;8;;404.2;0.00;1;228.2;0.05;0;8;0
07:55:00;300;9;;404.3;0.00;2;226.9;0.05;0;9;0
07:55:00;300;10;;358.3;0.00;0;227.3;0.00;0;10;0
07:55:00;300;11;;349.4;0.00;0;228.2;0.00;0;9;0
07:55:00;300;12;;385.7;0.00;0;227.7;0.00;0;11;0
08:00:00;300;1;;413.9;0.01;4;228.5;0.14;2;10;0
08:00:00;300;2;;;;;;;;;
08:00:00;300;3;;427.5;0.00;0;227.3;0.00;0;11;0
08:00:00;300;4;;431.6;0.01;4;219.9;0.04;0;10;0
08:00:00;300;5;;431.0;0.03;12;227.2;0.20;7;11;0
08:00:00;300;6;;406.4;0.06;23;228.1;0.18;5;11;0
08:00:00;300;7;;425.5;0.02;6;228.3;0.09;0;10;0
08:00:00;300;8;;413.8;0.02;7;228.2;0.10;2;9;0
08:00:00;300;9;;417.4;0.02;8;226.9;0.13;1;9;0
08:00:00;300;10;;390.6;0.00;0;227.2;0.00;0;10;0
08:00:00;300;11;;391.0;0.00;0;227.9;0.00;0;9;0
08:00:00;300;12;;400.8;0.01;4;227.7;0.07;2;11;0
08:05:00;300;1;;412.0;0.06;23;229.1;0.20;14;10;0
08:05:00;300;2;;;;;;;;;
08:05:00;300;3;;423.8;0.05;16;227.3;0.21;9;11;0
08:05:00;300;4;;428.3;0.04;15;220.6;0.10;7;11;0
08:05:00;300;5;;452.1;0.05;19;227.6;0.15;13;11;1
08:05:00;300;6;;411.2;0.10;37;228.5;0.23;14;11;1
08:05:00;300;7;;430.6;0.04;15;228.4;0.14;8;10;0
08:05:00;300;8;;441.8;0.02;6;228.3;0.05;3;9;0
08:05:00;300;9;;443.2;0.02;6;227.1;0.07;3;9;0
08:05:00;300;10;;405.5;0.00;0;227.9;0.00;0;11;0
08:05:00;300;11;;406.5;0.00;0;228.3;0.00;0;9;0
08:05:00;300;12;;406.6;0.04;12;228.1;0.14;6;11;0
08:10:00;300;1;;412.2;0.37;136;229.3;0.63;119;10;8
08:10:00;300;2;;;;;;;;;
08:10:00;300;3;;417.6;0.33;120;228.1;0.60;103;12;10
08:10:00;300;4;;373.5;0.49;179;221.0;0.76;141;11;12
08:10:00;300;5;;359.6;0.55;199;228.1;0.99;174;11;14
08:10:00;300;6;;360.4;0.57;207;228.9;0.89;157;11;14
08:10:00;300;7;;396.9;0.39;144;229.1;0.76;120;11;11
08:10:00;300;8;;387.9;0.41;147;229.2;0.69;129;9;11
08:10:00;300;9;;398.3;0.41;153;227.8;0.71;130;10;11
08:10:00;300;10;;420.3;0.00;0;228.2;0.00;0;11;0
08:10:00;300;11;;366.0;0.22;79;228.9;0.49;52;9;3
08:10:00;300;12;;399.4;0.12;43;228.7;0.26;37;11;2
08:15:00;300;1;;367.3;1.38;509;230.8;2.17;472;10;37
08:15:00;300;2;;;;;;;;;
08:15:00;300;3;;365.2;1.47;539;229.2;2.29;499;12;37
08:15:00;300;4;;376.8;1.41;541;222.3;2.15;465;11;38
08:15:00;300;5;;369.5;1.39;519;229.3;2.20;480;12;41
08:15:00;300;6;;376.4;1.47;556;230.1;2.23;492;12;41
08:15:00;300;7;;379.2;1.43;548;230.3;2.33;505;11;40
08:15:00;300;8;;378.7;1.50;577;230.4;2.45;547;9;40
08:15:00;300;9;;364.0;1.52;557;229.2;2.38;521;10;37
08:15:00;300;10;;442.8;0.00;0;229.6;0.00;0;11;0
08:15:00;300;11;;355.2;0.67;238;230.2;1.13;209;10;18
08:15:00;300;12;;360.5;0.68;246;229.9;1.12;219;11;18
08:20:00;300;1;;365.5;0.66;240;229.9;1.10;214;11;21
08:20:00;300;2;;;;;;;;;
08:20:00;300;3;;361.7;0.68;245;228.6;1.17;215;13;22
08:20:00;300;4;;362.7;0.90;327;221.6;1.33;272;12;19
08:20:00;300;5;;361.6;0.86;314;228.6;1.40;284;12;19
08:20:00;300;6;;359.6;0.80;287;229.2;1.18;234;12;18
08:20:00;300;7;;360.5;0.71;255;229.4;1.19;218;11;19
08:20:00;300;8;;352.2;0.70;246;229.6;1.11;220;10;21
08:20:00;300;9;;362.4;0.69;251;228.0;1.10;217;11;21
08:20:00;300;10;;438.4;0.00;0;228.7;0.00;0;11;0
08:20:00;300;11;;354.2;0.59;209;229.3;0.94;174;10;14
08:20:00;300;12;;353.6;0.58;205;229.2;1.01;182;12;16
08:25:00;300;1;;380.1;1.77;680;231.1;2.84;644;11;40
08:25:00;300;2;;;;;;;;;
08:25:00;300;3;;374.3;1.79;681;229.4;2.96;634;13;40
08:25:00;300;4;;370.7;2.17;818;222.4;3.24;709;12;49
08:25:00;300;5;;372.0;2.21;832;229.4;3.44;782;12;53
08:25:00;300;6;;380.4;2.22;851;230.0;3.45;782;12;53
08:25:00;300;7;;377.8;1.71;655;230.5;2.76;611;12;52
08:25:00;300;8;;372.1;1.70;641;230.3;2.68;613;10;52
08:25:00;300;9;;386.6;1.74;682;229.0;2.81;638;11;54
08:25:00;300;10;;452.2;0.00;0;229.4;0.00;0;12;0
08:25:00;300;11;;358.4;1.13;404;230.1;1.71;364;11;30
08:25:00;300;12;;362.4;1.12;406;229.7;1.77;378;12;27
08:30:00;300;1;;383.2;2.53;1004;232.0;4.11;944;12;70
08:30:00;300;2;;;;;;;;;
08:30:00;300;3;;377.7;2.59;1008;230.0;4.27;949;13;70
08:30:00;300;4;;380.3;1.85;719;223.0;2.81;619;12;59
08:30:00;300;5;;389.1;1.68;673;229.9;2.79;623;13;64
08:30:00;300;6;;368.3;1.70;629;230.5;2.53;562;13;62
08:30:00;300;7;;371.1;1.68;633;231.2;2.64;584;12;56
08:30:00;300;8;;380.0;1.66;649;230.9;2.70;612;10;57
08:30:00;300;9;;389.3;1.68;667;229.3;2.73;618;11;55
08:30:00;300;10;;441.9;0.00;0;229.8;0.00;0;12;0
08:30:00;300;11;;358.6;0.73;264;230.6;1.16;234;11;19
08:30:00;300;12;;359.4;0.74;267;230.3;1.22;239;13;22
08:35:00;300;1;;384.1;3.02;1157;232.5;4.84;1098;12;86
08:35:00;300;2;;;;;;;;;
08:35:00;300;3;;376.3;3.34;1266;230.7;5.25;1197;13;85
08:35:00;300;4;;400.6;2.89;1156;223.9;4.57;1013;12;84
08:35:00;300;5;;396.9;2.86;1134;230.7;4.69;1071;13;82
08:35:00;300;6;;386.2;3.10;1196;231.3;4.88;1121;13;78
08:35:00;300;7;;402.6;2.98;1205;231.8;5.04;1139;13;82
08:35:00;300;8;;414.2;2.87;1193;231.8;4.97;1140;10;87
08:35:00;300;9;;422.0;2.64;1116;230.2;4.55;1053;11;89
08:35:00;300;10;;452.0;0.00;0;230.6;0.00;0;12;0
08:35:00;300;11;;356.6;1.15;408;231.3;1.79;369;11;31
08:35:00;300;12;;365.6;1.09;399;231.1;1.73;368;13;33
08:40:00;300;1;;387.1;5.67;2218;235.1;9.19;2131;12;110
08:40:00;300;2;;;;;;;;;
08:40:00;300;3;;399.2;5.88;2370;233.5;9.73;2259;14;169
08:40:00;300;4;;420.2;6.20;2619;226.7;10.24;2319;13;165
08:40:00;300;5;;424.9;5.70;2466;233.1;10.04;2337;13;190
08:40:00;300;6;;410.7;5.90;2444;234.1;9.92;2315;13;183
08:40:00;300;7;;421.1;5.74;2433;234.7;9.96;2327;13;191
08:40:00;300;8;;444.3;5.67;2527;234.4;10.36;2425;11;195
08:40:00;300;9;;434.5;5.35;2347;233.1;9.58;2231;12;191
08:40:00;300;10;;459.4;0.00;0;232.6;0.00;0;13;0
08:40:00;300;11;;378.0;1.50;569;233.7;2.35;526;12;44
08:40:00;300;12;;391.5;1.44;571;233.3;2.39;537;14;44
08:45:00;300;1;;447.4;5.62;2521;235.7;10.21;2405;13;222
08:45:00;300;2;;;;;;;;;
08:45:00;300;3;;445.8;6.62;2946;234.2;12.03;2810;14;167
08:45:00;300;4;;440.6;5.04;2218;226.0;8.62;1953;13;178
08:45:00;300;5;;486.4;4.74;2313;233.0;9.41;2181;13;204
08:45:00;300;6;;431.7;5.14;2231;234.1;8.98;2102;14;188
08:45:00;300;7;;435.7;5.99;2595;234.6;10.62;2481;14;207
08:45:00;300;8;;459.7;5.67;2623;234.2;10.74;2513;11;207
08:45:00;300;9;;450.7;5.96;2706;233.6;11.01;2569;12;170
08:45:00;300;10;;466.8;0.00;0;232.8;0.00;0;14;0
08:45:00;300;11;;398.2;2.16;863;233.6;3.49;806;14;59
08:45:00;300;12;;399.7;2.15;859;233.7;3.53;818;16;62
08:50:00;300;1;;433.5;4.34;1872;234.0;7.59;1784;13;158
08:50:00;300;2;;;;;;;;;
08:50:00;300;3;;443.9;4.68;2071;232.6;8.48;1964;15;159
08:50:00;300;4;;446.5;4.07;1824;225.1;7.06;1591;14;143
08:50:00;300;5;;487.8;4.35;2118;231.8;8.64;1996;14;163
08:50:00;300;6;;416.3;3.86;1608;232.6;6.49;1503;14;119
08:50:00;300;7;;414.4;4.12;1721;233.0;7.05;1635;14;123
08:50:00;300;8;;452.8;3.86;1771;232.6;7.23;1691;12;127
08:50:00;300;9;;440.0;4.46;1976;232.0;8.06;1875;13;177
